site1,site2,comm_sim,site_dis,group
S45,S26,0.259148487,966901.1624,S
S45,S27,0.166002033,1036250.691,S
S45,S28,0.196751114,430950.784,S
S45,S29,0.15620846,583800.8573,S
S45,S30,0.341348033,864818.2133,S
S45,S31,0.346117757,508498.1555,S
S45,S32,0.23817343,465308.6518,S
S45,S33,0.25561029,414311.809,S
S45,S34,0.272187036,348958.4881,S
S45,S35,0.306904371,340867.0851,S
S45,S36,0.329091407,336935.4807,S
S45,S37,0.503460005,357268.8921,S
S45,S38,0.364590664,295069.446,S
S45,S39,0.307608101,279574.9975,S
S45,S40,0.293748534,248375.32,S
S45,S41,0.333059661,210009.6599,S
S45,S42,0.244897959,158855.1412,S
S45,S43,0.294237235,101847.8972,S
S45,S44,0.306904371,68968.26073,S
S46,S01,0.097271092,644227.3421,S
S46,S02,0.162757057,630201.5686,S
S46,S04,0.077019313,563901.0197,S
S46,S05,0.09078114,533244.6914,S
S46,S06,0.132379389,421492.3955,S
S46,S07,0.13937759,384152.5257,S
S46,S08,0.204550786,307640.3411,S
S46,S09,0.174935491,184667.6147,S
S46,S10,0.156560325,311654.4172,S
S46,S11,0.156443037,353082.012,S
S46,S12,0.121432481,577476.0476,S
S46,S13,0.137618266,604443.8395,S
S46,S15,0.061165846,821867.7332,S
S46,S18,0.063492063,1431974.916,S
S46,S19,0.099655954,1630042.752,S
S46,S20,0.081671749,1767859.279,S
S46,S21,0.137090468,1823367.833,S
S46,S22,0.26192431,691555.992,S
S46,S23,0.195851904,814668.6876,S
S46,S24,0.24429197,967574.6903,S
S46,S25,0.124012824,1052233.645,S
S46,S26,0.109645007,977759.9822,S
S46,S27,0.126084917,1037268.78,S
S46,S28,0.23647275,436891.6584,S
S46,S29,0.227734772,585814.2254,S
S46,S30,0.110055516,884752.1519,S
S46,S31,0.275275627,577102.7296,S
S46,S32,0.403999531,531985.3673,S
S46,S33,0.319278286,482389.7407,S
S46,S34,0.393912738,416704.5611,S
S46,S35,0.321584956,405281.0903,S
S46,S36,0.266654938,397311.8147,S
S46,S37,0.204824459,404801.9251,S
S46,S38,0.259637188,344090.2265,S
S46,S39,0.3201384,328488.6516,S
S46,S40,0.335952772,289499.7037,S
S46,S41,0.250351865,243180.3633,S
S46,S42,0.418269607,185907.3994,S
S46,S43,0.437250762,133524.0162,S
S46,S44,0.313277035,131560.9107,S
S46,S45,0.215869106,68700.69837,S
S47,S01,0.107396982,742686.1454,S
S47,S02,0.163793103,724677.7983,S
S47,S04,0.087379779,653477.6141,S
S47,S05,0.102392681,620041.6328,S
S47,S06,0.126299945,514967.9103,S
S47,S07,0.142603018,461859.4783,S
S47,S08,0.178082727,391933.3503,S
S47,S09,0.17284385,250290.6529,S
S47,S10,0.156169364,328413.4789,S
S47,S11,0.162854797,402020.0223,S
S47,S12,0.125185706,612333.8146,S
S47,S13,0.150774103,608262.2726,S
S47,S15,0.068672297,859179.8424,S
S47,S18,0.071233091,1460308.449,S
S47,S19,0.112831339,1665148.42,S
S47,S20,0.094045664,1796577.151,S
S47,S21,0.143678161,1859081.462,S
S47,S22,0.287610446,694438.5749,S
S47,S23,0.221909453,802527.5342,S
S47,S24,0.23737196,951262.2838,S
S47,S25,0.144479631,1025264.583,S
S47,S26,0.124227852,935974.7192,S
S47,S27,0.1432872,982194.0493,S
S47,S28,0.239893659,398174.8072,S
S47,S29,0.199546485,537247.9485,S
S47,S30,0.125322543,856663.3402,S
S47,S31,0.34729064,661195.2105,S
S47,S32,0.363554617,624000.2383,S
S47,S33,0.461646728,570430.6446,S
S47,S34,0.389690359,506217.656,S
S47,S35,0.386953632,500708.415,S
S47,S36,0.395124717,495659.1774,S
S47,S37,0.229689577,504790.4612,S
S47,S38,0.316248338,444251.7439,S
S47,S39,0.353096411,428654.5279,S
S47,S40,0.309269685,388751.2119,S
S47,S41,0.250664634,340837.8562,S
S47,S42,0.374814294,282818.8518,S
S47,S43,0.438619126,232852.8476,S
S47,S44,0.332395027,227872.8417,S
S47,S45,0.252814919,159848.3166,S
S47,S46,0.472222222,100205.0584,S
S48,S01,0.394577371,787776.8511,S
S48,S02,0.379818594,772915.9839,S
S48,S04,0.2755493,703577.0623,S
S48,S05,0.316678395,670792.1651,S
S48,S06,0.389651263,563590.508,S
S48,S07,0.426225663,513659.9475,S
S48,S08,0.178180468,442908.687,S
S48,S09,0.4138322,302326.7675,S
S48,S10,0.352177653,374109.2064,S
S48,S11,0.392348894,452806.9359,S
S48,S12,0.371608413,660122.554,S
S48,S13,0.429607475,647766.571,S
S48,S15,0.099812339,906934.26,S
S48,S18,0.092208148,1505246.027,S
S48,S19,0.322269138,1711684.547,S
S48,S20,0.308468215,1841408.606,S
S48,S21,0.478927203,1905678.254,S
S48,S22,0.218996794,665836.5823,S
S48,S23,0.192704668,767042.0436,S
S48,S24,0.199644226,913664.6525,S
S48,S25,0.116017671,983702.3036,S
S48,S26,0.299417468,889990.6516,S
S48,S27,0.16803503,932872.9717,S
S48,S28,0.191434045,355576.1004,S
S48,S29,0.151360544,490428.9904,S
S48,S30,0.270720932,815116.6385,S
S48,S31,0.338748143,679561.229,S
S48,S32,0.212663226,649783.8835,S
S48,S33,0.281491907,592748.0063,S
S48,S34,0.256079443,530345.8217,S
S48,S35,0.298557354,530962.9642,S
S48,S36,0.330518414,530090.1563,S
S48,S37,0.420771757,546976.3701,S
S48,S38,0.33927594,485577.415,S
S48,S39,0.293455313,469973.4619,S
S48,S40,0.281296427,432834.0829,S
S48,S41,0.322992415,386781.1579,S
S48,S42,0.232348112,329293.1797,S
S48,S43,0.273711784,277017.4284,S
S48,S44,0.282215185,262515.1413,S
S48,S45,0.420908593,193566.6147,S
S48,S46,0.203065134,143637.7905,S
S48,S47,0.300785832,52045.47531,S
S49,S01,0.271268277,850739.1662,S
S49,S02,0.291559152,831047.1122,S
S49,S04,0.214090234,757222.9141,S
S49,S05,0.246227227,722219.1281,S
S49,S06,0.264836969,621140.0476,S
S49,S07,0.265091094,559520.2977,S
S49,S08,0.17745719,494069.1994,S
S49,S09,0.295449214,346148.5512,S
S49,S10,0.256900461,387047.2613,S
S49,S11,0.279517554,481737.2481,S
S49,S12,0.277836422,675348.4007,S
S49,S13,0.30751036,642529.3932,S
S49,S15,0.090351083,920751.5724,S
S49,S18,0.084212996,1509324.984,S
S49,S19,0.269430761,1719993.413,S
S49,S20,0.250762374,1844772.67,S
S49,S21,0.338494018,1913965.756,S
S49,S22,0.221753069,700848.2636,S
S49,S23,0.209985143,790446.085,S
S49,S24,0.212897803,932417.6035,S
S49,S25,0.114707952,993861.4036,S
S49,S26,0.273320823,889032.1676,S
S49,S27,0.150793651,919893.2062,S
S49,S28,0.214168426,369484.4805,S
S49,S29,0.155231058,489938.7375,S
S49,S30,0.235984049,826059.3732,S
S49,S31,0.287845023,750105.8128,S
S49,S32,0.250332317,721128.77,S
S49,S33,0.231507546,663932.2564,S
S49,S34,0.27324263,601665.7333,S
S49,S35,0.282215185,601950.7661,S
S49,S36,0.277699586,600102.2743,S
S49,S37,0.347075612,612827.3702,S
S49,S38,0.320001564,552073.515,S
S49,S39,0.30801861,536467.1209,S
S49,S40,0.317382125,496948.225,S
S49,S41,0.326022363,448825.1581,S
S49,S42,0.274454609,390709.2364,S
S49,S43,0.300433967,341036.8147,S
S49,S44,0.277445461,332099.8637,S
S49,S45,0.359371335,263178.4784,S
S49,S46,0.24618813,208034.8922,S
S49,S47,0.25240441,108197.0151,S
S49,S48,0.392837595,71344.90757,S
S50,S01,0.098248495,888126.1685,S
S50,S02,0.138693408,873964.6313,S
S50,S04,0.079931973,804026.6566,S
S50,S05,0.098248495,770633.268,S
S50,S06,0.109508171,664595.8302,S
S50,S07,0.121784346,611200.9181,S
S50,S08,0.133102666,542477.4104,S
S50,S09,0.147802799,398392.8726,S
S50,S10,0.128391587,447554.5038,S
S50,S11,0.137481429,539782.0271,S
S50,S12,0.118500274,735877.513,S
S50,S13,0.146141215,702420.4507,S
S50,S15,0.071956369,981439.1503,S
S50,S18,0.073930722,1569937.34,S
S50,S19,0.10841348,1780790.734,S
S50,S20,0.087008367,1905305.852,S
S50,S21,0.125029322,1974758.798,S
S50,S22,0.342090859,656445.6121,S
S50,S23,0.187407147,738993.5045,S
S50,S24,0.241203378,878547.6599,S
S50,S25,0.154273204,936802.9428,S
S50,S26,0.112440378,829399.0071,S
S50,S27,0.16101728,859085.4635,S
S50,S28,0.223004144,316030.527,S
S50,S29,0.284228634,430950.8143,S
S50,S30,0.116095864,769463.1712,S
S50,S31,0.241398858,753887.2984,S
S50,S32,0.227324263,733502.2218,S
S50,S33,0.266674486,672795.0736,S
S50,S34,0.246539995,613097.1778,S
S50,S35,0.265110642,620292.3193,S
S50,S36,0.245777621,623379.3402,S
S50,S37,0.194014387,646035.6226,S
S50,S38,0.254378763,584242.4816,S
S50,S39,0.249648135,568670.4202,S
S50,S40,0.216846509,533004.7732,S
S50,S41,0.192372351,487604.4963,S
S50,S42,0.230706076,430252.2357,S
S50,S43,0.314391274,377494.0675,S
S50,S44,0.274395965,358188.2538,S
S50,S45,0.236844163,289903.8986,S
S50,S46,0.315916022,244430.2623,S
S50,S47,0.374364688,150614.6953,S
S50,S48,0.233755571,101052.1615,S
S50,S49,0.229572289,60820.05339,S
S51,S01,0.137813746,936590.3161,S
S51,S02,0.193818907,929791.1306,S
S51,S04,0.108784893,865260.5991,S
S51,S05,0.13847838,834118.3614,S
S51,S06,0.150168113,722176.1182,S
S51,S07,0.163793103,679600.1678,S
S51,S08,0.176342951,607127.9984,S
S51,S09,0.198275862,468825.5404,S
S51,S10,0.178024083,528486.2561,S
S51,S11,0.191394949,616819.6829,S
S51,S12,0.160274455,816737.4145,S
S51,S13,0.189264211,784402.3966,S
S51,S15,0.086128704,1062656.579,S
S51,S18,0.078504965,1652104.174,S
S51,S19,0.149405739,1862782.739,S
S51,S20,0.125811244,1987480.24,S
S51,S21,0.181014935,2056763.047,S
S51,S22,0.299925717,595271.1079,S
S51,S23,0.281882868,667555.8996,S
S51,S24,0.27724998,803615.0086,S
S51,S25,0.154664165,857872.4445,S
S51,S26,0.164770506,747774.5759,S
S51,S27,0.16473141,777160.7976,S
S51,S28,0.3186332,244491.89,S
S51,S29,0.232054891,350197.24,S
S51,S30,0.170185316,691223.4996,S
S51,S31,0.320060208,758931.7582,S
S51,S32,0.380072719,750213.1245,S
S51,S33,0.333079209,685547.1115,S
S51,S34,0.377023223,630055.3289,S
S51,S35,0.341191649,646170.2412,S
S51,S36,0.286046603,655592.6726,S
S51,S37,0.24208304,690707.5653,S
S51,S38,0.296113848,628253.1984,S
S51,S39,0.3231488,612912.5537,S
S51,S40,0.315173196,582493.3919,S
S51,S41,0.271424662,541020.8922,S
S51,S42,0.385702557,485436.947,S
S51,S43,0.397978732,430101.5029,S
S51,S44,0.310247087,399245.1634,S
S51,S45,0.258953006,334361.669,S
S51,S46,0.443271561,301363.0198,S
S51,S47,0.426479787,218568.7834,S
S51,S48,0.250430057,166523.6699,S
S51,S49,0.312631949,142836.7607,S
S51,S50,0.310696692,82174.4051,S
S52,S01,0.085288138,933890.6795,S
S52,S02,0.1227422,933307.1488,S
S52,S04,0.068124951,873960.0838,S
S52,S05,0.087927125,845119.9727,S
S52,S06,0.095863633,728227.3536,S
S52,S07,0.108393932,696394.5697,S
S52,S08,0.120005473,620552.5552,S
S52,S09,0.134627414,489458.6067,S
S52,S10,0.116115412,564042.5746,S
S52,S11,0.125674408,644673.9813,S
S52,S12,0.108472124,851323.6859,S
S52,S13,0.134490578,827795.8744,S
S52,S15,0.067479866,1097957.72,S
S52,S18,0.070333881,1692373.199,S
S52,S19,0.096626007,1901031.148,S
S52,S20,0.073657049,2028186.826,S
S52,S21,0.108823989,2095053.078,S
S52,S22,0.358511221,540417.9441,S
S52,S23,0.191394949,613843.2629,S
S52,S24,0.258366565,751381.1965,S
S52,S25,0.164086324,808800.2022,S
S52,S26,0.101376183,703921.5714,S
S52,S27,0.164262257,741083.598,S
S52,S28,0.221498944,190432.7283,S
S52,S29,0.264191884,304365.6743,S
S52,S30,0.106575964,641413.3225,S
S52,S31,0.214618031,727971.5258,S
S52,S32,0.207932598,726182.2146,S
S52,S33,0.229748221,659516.78,S
S52,S34,0.221518492,607027.3718,S
S52,S35,0.235338963,628742.9972,S
S52,S36,0.219329111,642388.0318,S
S52,S37,0.174329502,686329.5729,S
S52,S38,0.229650481,623869.9172,S
S52,S39,0.227167879,608845.277,S
S52,S40,0.197318008,582823.4646,S
S52,S41,0.174329502,544992.1126,S
S52,S42,0.201559934,491573.2991,S
S52,S43,0.282332473,434984.805,S
S52,S44,0.244037845,395885.9842,S
S52,S45,0.224216123,335245.6723,S
S52,S46,0.306317929,312937.4794,S
S52,S47,0.348483071,242674.0117,S
S52,S48,0.202459145,192187.2525,S
S52,S49,0.20611463,185751.4167,S
S52,S50,0.464148878,128049.8905,S
S52,S51,0.292204238,54882.58118,S
S53,S01,0.320724842,937501.639,S
S53,S02,0.225271718,942142.5414,S
S53,S04,0.217882555,887231.0074,S
S53,S05,0.30401126,860346.0375,S
S53,S06,0.199487841,739843.5882,S
S53,S07,0.227773868,716754.0577,S
S53,S08,0.114688404,638614.9092,S
S53,S09,0.238740324,513891.2294,S
S53,S10,0.190319806,598878.4609,S
S53,S11,0.225017593,673668.9288,S
S53,S12,0.231820314,884769.7289,S
S53,S13,0.297755884,867571.6767,S
S53,S15,0.084936273,1131614.784,S
S53,S18,0.083020565,1729393.734,S
S53,S19,0.384412386,1936465.823,S
S53,S20,0.358784893,2065442.437,S
S53,S21,0.307764485,2130466.33,S
S53,S22,0.190437094,494021.2451,S
S53,S23,0.17133865,567669.2693,S
S53,S24,0.168856048,706238.6894,S
S53,S25,0.110544218,766134.814,S
S53,S26,0.360759246,665776.8313,S
S53,S27,0.140824146,709628.7292,S
S53,S28,0.16963797,144216.9796,S
S53,S29,0.132281648,265896.6057,S
S53,S30,0.203592931,598269.0001,S
S53,S31,0.186253812,706943.4778,S
S53,S32,0.160509031,711659.3312,S
S53,S33,0.162151067,643423.5888,S
S53,S34,0.173058879,594006.0832,S
S53,S35,0.180604426,620715.8348,S
S53,S36,0.176245211,638054.6701,S
S53,S37,0.246579091,689425.2605,S
S53,S38,0.21964188,627304.5442,S
S53,S39,0.183419345,612641.8974,S
S53,S40,0.185276409,590494.8146,S
S53,S41,0.199839706,555943.302,S
S53,S42,0.171025882,504726.5721,S
S53,S43,0.199038236,447710.0282,S
S53,S44,0.200465244,402339.6021,S
S53,S45,0.267866917,346249.5437,S
S53,S46,0.177242161,332754.4011,S
S53,S47,0.193506138,272864.7642,S
S53,S48,0.335640003,224822.9022,S
S53,S49,0.333352881,227791.445,S
S53,S50,0.18377121,172317.1205,S
S53,S51,0.229024943,101505.3791,S
S53,S52,0.171475487,46689.61417,S
S54,S01,0.129134412,984555.008,S
S54,S02,0.160743608,1003657.303,S
S54,S04,0.105188052,961275.1104,S
S54,S05,0.136445383,939791.5307,S
S54,S06,0.134236453,811763.7636,S
S54,S07,0.143463132,810858.1078,S
S54,S08,0.122058019,728523.5923,S
S54,S09,0.168484635,620787.2337,S
S54,S10,0.139631715,725736.6867,S
S54,S11,0.156990382,787941.8129,S
S54,S12,0.151986082,1007063.479,S
S54,S13,0.181229963,1002545.474,S
S54,S15,0.089119556,1253436.26,S
S54,S18,0.088552662,1857554.326,S
S54,S19,0.145144265,2060895.301,S
S54,S20,0.120435531,2193841.562,S
S54,S21,0.154195011,2254675.859,S
S54,S22,0.221909453,358054.1003,S
S54,S23,0.205430448,424026.7344,S
S54,S24,0.19970287,563599.5579,S
S54,S25,0.139553523,628844.8277,S
S54,S26,0.160372195,541925.0714,S
S54,S27,0.152416139,606282.7168,S
S54,S28,0.197435296,750.8076345,S
S54,S29,0.149092971,154688.8033,S
S54,S30,0.182441942,460284.4553,S
S54,S31,0.214246618,681688.3372,S
S54,S32,0.18717257,708208.8721,S
S54,S33,0.210942998,636832.8164,S
S54,S34,0.205059035,599165.4522,S
S54,S35,0.230901556,640509.0723,S
S54,S36,0.224411604,668352.0959,S
S54,S37,0.215536789,739534.9519,S
S54,S38,0.242747674,679983.9326,S
S54,S39,0.211255767,666736.1856,S
S54,S40,0.202967394,655569.7705,S
S54,S41,0.194659473,630435.4369,S
S54,S42,0.183223864,586253.4281,S
S54,S43,0.243901009,530338.3063,S
S54,S44,0.236199077,472095.6428,S
S54,S45,0.253244976,430203.374,S
S54,S46,0.208108531,436142.3397,S
S54,S47,0.243060443,397454.3718,S
S54,S48,0.233794667,354874.7672,S
S54,S49,0.260888263,368847.8272,S
S54,S50,0.233775119,315430.0248,S
S54,S51,0.274317773,243963.3484,S
S54,S52,0.221987646,189881.4173,S
S54,S53,0.222300414,143645.8779,S
S55,S01,0.1943858,1237406.209,S
S55,S02,0.300883572,1263219.19,S
S55,S04,0.148526077,1225153.769,S
S55,S05,0.190358902,1204929.133,S
S55,S06,0.215419501,1075614.54,S
S55,S07,0.236550942,1077294.419,S
S55,S08,0.20130581,994989.0018,S
S55,S09,0.288705137,884988.3362,S
S55,S10,0.272030651,979127.1099,S
S55,S11,0.281687388,1049897.267,S
S55,S12,0.224059739,1264512.331,S
S55,S13,0.264015951,1244679.908,S
S55,S15,0.108472124,1511360.472,S
S55,S18,0.100125108,2109351.095,S
S55,S19,0.185432794,2316712.09,S
S55,S20,0.162991633,2445285.026,S
S55,S21,0.255395262,2510707.232,S
S55,S22,0.304734537,359237.9847,S
S55,S23,0.360485574,309351.8486,S
S55,S24,0.289428415,392322.271,S
S55,S25,0.164594573,410577.6415,S
S55,S26,0.235847212,286938.2013,S
S55,S27,0.189283759,340187.4758,S
S55,S28,0.37594808,265725.4057,S
S55,S29,0.199546485,115097.7969,S
S55,S30,0.294159043,256479.7273,S
S55,S31,0.361267496,882342.7713,S
S55,S32,0.300473063,929653.1685,S
S55,S33,0.273223082,858226.381,S
S55,S34,0.31943467,831873.7448,S
S55,S35,0.331280788,882297.7801,S
S55,S36,0.315857377,916020.0761,S
S55,S37,0.333822035,996285.778,S
S55,S38,0.358374384,938500.2007,S
S55,S39,0.345335835,925954.5754,S
S55,S40,0.330186097,918483.1446,S
S55,S41,0.318476816,895591.7818,S
S55,S42,0.328172648,852439.1714,S
S55,S43,0.308487763,796698.0136,S
S55,S44,0.312631949,737373.1196,S
S55,S45,0.300942216,696675.0197,S
S55,S46,0.276800375,700453.792,S
S55,S47,0.297716788,652180.732,S
S55,S48,0.275510204,605029.122,S
S55,S49,0.311791383,602150.5238,S
S55,S50,0.238153882,542462.0569,S
S55,S51,0.391351943,460858.2052,S
S55,S52,0.231214325,417294.761,S
S55,S53,0.223180077,380262.7605,S
S55,S54,0.273711784,266472.5578,S
S56,S01,0.159961686,1291500.296,S
S56,S02,0.23467433,1327200.275,S
S56,S04,0.1257526,1298552.573,S
S56,S05,0.154703261,1282361.167,S
S56,S06,0.16954023,1149944.822,S
S56,S07,0.191551333,1166189.925,S
S56,S08,0.177789507,1082189.122,S
S56,S09,0.233911956,983976.4127,S
S56,S10,0.211040738,1091151.241,S
S56,S11,0.229220424,1152659.094,S
S56,S12,0.174192666,1372875.187,S
S56,S13,0.213542888,1364276.565,S
S56,S15,0.093146454,1619160.762,S
S56,S18,0.09007741,2223046.43,S
S56,S19,0.166002033,2426728.951,S
S56,S20,0.142036125,2559313.232,S
S56,S21,0.221205724,2620495.772,S
S56,S22,0.310794433,310539.3793,S
S56,S23,0.330713895,205792.8059,S
S56,S24,0.284619595,257741.6133,S
S56,S25,0.168621472,275102.7791,S
S56,S26,0.196106029,181158.5397,S
S56,S27,0.185745563,290347.725,S
S56,S28,0.343811088,365107.1465,S
S56,S29,0.219524591,235591.8347,S
S56,S30,0.206798811,119018.1099,S
S56,S31,0.350261944,896486.7468,S
S56,S32,0.312866526,957731.6486,S
S56,S33,0.342364532,888082.8883,S
S56,S34,0.349421378,871560.0682,S
S56,S35,0.358784893,928961.2163,S
S56,S36,0.317323481,968013.6676,S
S56,S37,0.281335523,1058282.556,S
S56,S38,0.344006568,1003863.356,S
S56,S39,0.343420127,992585.9432,S
S56,S40,0.302232387,992012.9692,S
S56,S41,0.275236531,975304.0615,S
S56,S42,0.329247791,937219.584,S
S56,S43,0.328895926,883428.5647,S
S56,S44,0.317440769,819267.5537,S
S56,S45,0.272753929,786889.5695,S
S56,S46,0.3216436,799857.6611,S
S56,S47,0.387110016,762738.0018,S
S56,S48,0.276311674,718516.1375,S
S56,S49,0.289584799,723453.8545,S
S56,S50,0.287160841,665269.0793,S
S56,S51,0.409453437,585217.1574,S
S56,S52,0.281472359,537742.6959,S
S56,S53,0.213054187,496745.5765,S
S56,S54,0.260047697,365841.5546,S
S56,S55,0.499667683,137941.6568,S
P02,P01,0.243079991,105401.393,P
P04,P01,0.156169364,198168.2765,P
P04,P02,0.143678161,105396.1157,P
P05,P01,0.21172492,240967.8107,P
P05,P02,0.228243021,152233.6167,P
P05,P04,0.303483462,47115.43289,P
P06,P01,0.255942607,247647.4323,P
P06,P02,0.378587067,209931.3589,P
P06,P04,0.227539292,149552.887,P
P06,P05,0.291441864,134753.4554,P
P07,P01,0.260810071,378629.9435,P
P07,P02,0.438853702,313127.0464,P
P07,P04,0.194542185,216140.9748,P
P07,P05,0.256939557,172806.344,P
P07,P06,0.425893346,145933.8911,P
P08,P01,0.265012902,391458.953,P
P08,P02,0.22865353,346520.1779,P
P08,P04,0.130991477,263843.6925,P
P08,P05,0.163754007,228253.3829,P
P08,P06,0.252795371,143834.2964,P
P08,P07,0.263840019,85000.50835,P
P09,P01,0.171299554,539797.4913,P
P09,P02,0.320353429,500512.6884,P
P09,P04,0.137481429,416989.7571,P
P09,P05,0.203592931,379001.1182,P
P09,P06,0.363652357,294434.2071,P
P09,P07,0.292399719,213374.4026,P
P09,P08,0.151810149,154233.5091,P
P10,P01,0.239619986,653729.4893,P
P10,P02,0.281394167,591297.4282,P
P10,P04,0.203182422,492009.2635,P
P10,P05,0.245210728,446454.8126,P
P10,P06,0.397959184,409225.1981,P
P10,P07,0.376730002,278293.928,P
P10,P08,0.319317382,270884.4449,P
P10,P09,0.248612089,175802.4309,P
P11,P01,0.221498944,534667.1953,P
P11,P02,0.472163578,465252.3954,P
P11,P04,0.156618969,363684.8508,P
P11,P05,0.250645086,317403.9015,P
P11,P06,0.412600672,298037.791,P
P11,P07,0.418250059,156110.1833,P
P11,P08,0.199018688,177368.6733,P
P11,P09,0.494272422,171813.3357,P
P11,P10,0.294940965,131660.1316,P
P12,P01,0.226640081,637630.1206,P
P12,P02,0.312807882,543088.525,P
P12,P04,0.240108687,440207.5831,P
P12,P05,0.298537806,396725.6039,P
P12,P06,0.440124326,450609.6379,P
P12,P07,0.347935726,314584.6512,P
P12,P08,0.196184221,378614.9223,P
P12,P09,0.544862773,401041.1828,P
P12,P10,0.346586911,288323.2135,P
P12,P11,0.486023145,230307.345,P
P13,P01,0.21813668,811072.5449,P
P13,P02,0.32565095,721929.9641,P
P13,P04,0.208479944,617093.1999,P
P13,P05,0.27644851,571464.0086,P
P13,P06,0.405622019,600644.4313,P
P13,P07,0.333939323,455369.1981,P
P13,P08,0.17755493,496863.77,P
P13,P09,0.550336226,459607.0548,P
P13,P10,0.315700993,293778.2847,P
P13,P11,0.548752834,320648.6687,P
P13,P12,0.609332239,189750.0772,P
P15,P01,0.127922433,745938.2992,P
P15,P02,0.174153569,641105.7531,P
P15,P04,0.114649308,556189.1652,P
P15,P05,0.157127219,525124.9447,P
P15,P06,0.182989288,622845.7584,P
P15,P07,0.170908593,513487.8534,P
P15,P08,0.105891782,591609.7523,P
P15,P09,0.189850653,641817.2932,P
P15,P10,0.166295254,534263.0435,P
P15,P11,0.213621081,470063.7383,P
P15,P12,0.22515443,246855.5557,P
P15,P13,0.225291266,338169.8176,P
P18,P01,0.067460317,1284377.147,P
P18,P02,0.087927125,1181485.596,P
P18,P04,0.059484713,1121076.675,P
P18,P05,0.089686449,1101735.741,P
P18,P06,0.092462272,1217925.76,P
P18,P07,0.08536633,1123586.489,P
P18,P08,0.06593557,1204216.863,P
P18,P09,0.081280788,1254934.56,P
P18,P10,0.07475174,1131895.599,P
P18,P11,0.09248182,1083221.742,P
P18,P12,0.080049261,854719.9598,P
P18,P13,0.076002815,872186.4315,P
P18,P15,0.111072015,615044.3839,P
P19,P01,0.208988193,1414978.509,P
P19,P02,0.216123231,1316473.658,P
P19,P04,0.300766284,1269511.779,P
P19,P05,0.43146454,1256620.934,P
P19,P06,0.278598796,1380912.21,P
P19,P07,0.237059191,1300967.427,P
P19,P08,0.152748456,1384162.317,P
P19,P09,0.21502854,1449253.5,P
P19,P10,0.235984049,1337587.672,P
P19,P11,0.248533896,1277777.121,P
P19,P12,0.310950817,1053890.426,P
P19,P13,0.295703339,1089616.543,P
P19,P15,0.176108374,808188.4003,P
P19,P18,0.068379076,229093.002,P
P20,P01,0.298987411,1584310.553,P
P20,P02,0.287414966,1484525.939,P
P20,P04,0.261728829,1433510.503,P
P20,P05,0.334232544,1418337.024,P
P20,P06,0.434787708,1539686.733,P
P20,P07,0.365548518,1452630.673,P
P20,P08,0.235808116,1534520.437,P
P20,P09,0.26272578,1590050.204,P
P20,P10,0.39870201,1468167.045,P
P20,P11,0.320548909,1418250.167,P
P20,P12,0.382907186,1190434.301,P
P20,P13,0.357240597,1205707.849,P
P20,P15,0.186351552,948862.252,P
P20,P18,0.074321683,336290.333,P
P20,P19,0.364101963,176354.7284,P
P21,P01,0.122566268,1588272.46,P
P21,P02,0.260888263,1492151.347,P
P21,P04,0.101532567,1450511.923,P
P21,P05,0.133610916,1439893.6,P
P21,P06,0.263664086,1566322.756,P
P21,P07,0.218801314,1490644.245,P
P21,P08,0.100672453,1574293.772,P
P21,P09,0.388302447,1642156.018,P
P21,P10,0.19649699,1531588.016,P
P21,P11,0.346000469,1470845.451,P
P21,P12,0.334838533,1247621.557,P
P21,P13,0.346645555,1282540.555,P
P21,P15,0.148838846,1001638.536,P
P21,P18,0.051743686,414686.5418,P
P21,P19,0.158534678,194021.9539,P
P21,P20,0.202283212,144391.7491,P
P22,P01,0.161075925,1052225.447,P
P22,P02,0.287766831,1104725.114,P
P22,P04,0.109371335,1095699.266,P
P22,P05,0.148643365,1088752.636,P
P22,P06,0.232641332,954070.1077,P
P22,P07,0.251446556,1004296.725,P
P22,P08,0.134940183,919748.2181,P
P22,P09,0.225017593,859562.5075,P
P22,P10,0.197278912,1003098.553,P
P22,P11,0.312651497,1030590.304,P
P22,P12,0.236394558,1260549.868,P
P22,P13,0.287258582,1294753.1,P
P22,P15,0.152924388,1498390.182,P
P22,P18,0.057393072,2113129.471,P
P22,P19,0.16633435,2301527.406,P
P22,P20,0.217061537,2447175.773,P
P22,P21,0.193994839,2492763.55,P
P23,P01,0.219465947,1212153.635,P
P23,P02,0.346547815,1262515.33,P
P23,P04,0.162776605,1249894.87,P
P23,P05,0.233501447,1240941.398,P
P23,P06,0.310149347,1106206.351,P
P23,P07,0.298909219,1148051.438,P
P23,P08,0.196262413,1063093.494,P
P23,P09,0.278305575,990612.4094,P
P23,P10,0.273574947,1123010.739,P
P23,P11,0.353389632,1162425.264,P
P23,P12,0.318750489,1390683.008,P
P23,P13,0.328993666,1410156.464,P
P23,P15,0.189303308,1632305.895,P
P23,P18,0.071917273,2245307.765,P
P23,P19,0.25070373,2438742.326,P
P23,P20,0.312377825,2580636.438,P
P23,P21,0.233188678,2631004.555,P
P23,P22,0.259871765,161211.7568,P
P24,P01,0.245347564,1360716.059,P
P24,P02,0.308057706,1413948.926,P
P24,P04,0.119927281,1403655.236,P
P24,P05,0.174016733,1395427.254,P
P24,P06,0.247654234,1260674.094,P
